YYYYMMDD,OPEN,HIGH,LOW,CLOSE
2008-08-08,4504.35,4546.0,4464.2,4526.85
2008-08-11,4529.5,4624.95,4529.5,4620.2
2008-08-12,4627.05,4637.5,4526.3,4557.05
2008-08-13,4522.2,4572.4,4497.75,4537.3
2008-08-14,4520.35,4520.35,4421.7,4429.6
2008-08-18,4430.9,4447.3,4380.4,4389.05
2008-08-19,4393.05,4393.05,4316.9,4386.15
2008-08-20,4390.1,4433.55,4383.85,4420.1
2008-08-21,4415.75,4415.75,4271.75,4272.15
2008-08-22,4283.85,4336.5,4251.45,4318.8
2008-08-25,4327.45,4397.95,4325.65,4327.35
2008-08-26,4287.3,4344.05,4284.15,4344.05
2008-08-27,4360.35,4364.0,4283.05,4295.25
2008-08-28,4298.55,4300.45,4203.55,4221.2
2008-08-29,4272.65,4367.9,4272.65,4356.3
2008-09-01,4337.7,4364.5,4281.6,4360.3
2008-09-02,4348.65,4521.25,4348.65,4502.05
2008-09-04,4504.0,4504.0,4419.8,4453.1
2008-09-05,4444.35,4444.35,4329.3,4355.7
2008-09-08,4485.3,4537.1,4473.15,4478.25
2008-09-09,4465.8,4497.4,4419.45,4464.35
2008-09-10,4463.85,4464.95,4382.85,4400.9
2008-09-11,4400.25,4400.25,4273.1,4288.15
2008-09-12,4319.85,4322.05,4201.5,4202.1
2008-09-15,4228.45,4228.45,3956.45,4061.5
2008-09-16,4009.1,4087.55,3920.05,4084.45
2008-09-17,4090.8,4115.35,3975.7,3998.15
2008-09-18,3863.6,4046.95,3802.7,4045.2
2008-09-19,4038.15,4262.05,4038.15,4252.3
2008-09-22,4279.45,4292.35,4202.8,4209.65
2008-09-23,4223.05,4224.45,4118.2,4126.0
2008-09-25,4161.25,4170.7,4078.0,4115.6
2008-09-26,4102.55,4102.55,3996.3,4002.5
2008-09-29,3985.25,3989.05,3778.85,3831.7
2008-09-30,3741.2,3965.75,3719.55,3962.0
2008-10-01,3961.8,4000.35,3861.7,3960.4
2008-10-03,3950.75,3950.75,3820.05,3822.05
2008-10-06,3767.9,3767.9,3597.4,3606.95
2008-10-07,3646.2,3731.0,3537.6,3590.05
2008-10-08,3545.05,3545.05,3331.0,3459.45
2008-10-10,3513.65,3513.65,3204.2,3277.7
2008-10-13,3279.95,3509.5,3279.95,3506.6
2008-10-14,3490.7,3645.9,3490.7,3497.55
2008-10-15,3483.4,3483.4,3325.8,3331.5
2008-10-16,3338.4,3338.4,3100.4,3254.55
2008-10-17,3295.5,3334.5,3052.85,3053.95
2008-10-20,3074.35,3236.7,3060.15,3141.2
2008-10-21,3158.6,3254.2,3118.95,3246.7
2008-10-22,3234.9,3234.9,3052.15,3054.45
2008-10-23,3065.15,3084.1,2919.65,2951.15
2008-10-24,2897.15,2897.15,2526.0,2557.65
2008-10-27,2584.0,2584.2,2253.95,2531.0
2008-10-29,2684.6,2777.9,2632.75,2711.7
2008-10-31,2744.4,2920.4,2744.4,2907.7
2008-11-03,2985.0,3060.9,2963.1,3060.9
2008-11-04,3043.85,3152.1,2985.8,3149.35
2008-11-05,3142.1,3237.6,2971.1,2975.95
2008-11-06,2920.65,3005.75,2860.6,2894.0
2008-11-07,2892.65,3009.5,2869.8,3003.9
2008-11-10,3028.85,3160.0,3016.8,3158.35
2008-11-11,3148.25,3148.25,2920.0,2923.65
2008-11-12,2917.05,2974.45,2796.4,2853.85
2008-11-14,2887.7,2937.4,2779.55,2823.05
2008-11-17,2810.35,2834.95,2695.0,2793.3
2008-11-18,2799.55,2799.55,2665.75,2685.8
2008-11-19,2695.9,2771.95,2618.45,2618.75
2008-11-20,2554.1,2582.85,2503.55,2574.85
2008-11-21,2553.15,2716.95,2544.8,2713.95
2008-11-24,2693.45,2739.25,2634.5,2697.7
2008-11-25,2769.6,2786.45,2638.65,2640.1
2008-11-26,2673.3,2761.7,2643.6,2749.3
2008-11-28,2752.25,2778.75,2698.5,2752.8
2008-12-01,2772.95,2832.65,2670.3,2686.05
2008-12-02,2666.3,2670.9,2571.45,2661.25
2008-12-03,2657.8,2693.2,2612.25,2646.15
2008-12-04,2661.7,2793.3,2647.95,2786.05
2008-12-05,2781.15,2821.05,2701.65,2713.8
2008-12-08,2809.6,2861.1,2762.55,2787.2
2008-12-10,2816.15,2937.05,2816.15,2926.45
2008-12-11,2936.1,2944.85,2861.75,2932.55
2008-12-12,2861.6,2936.35,2813.65,2924.4
2008-12-15,2921.35,3011.65,2921.35,2980.95
2008-12-16,2981.2,3051.3,2965.3,3050.6
2008-12-17,3046.25,3072.9,2943.75,2951.8
2008-12-18,2954.35,3070.75,2922.9,3058.9
2008-12-19,3060.75,3106.25,3036.6,3070.2
2008-12-22,3080.95,3110.15,3027.95,3045.4
2008-12-23,3017.4,3017.4,2957.15,2967.0
2008-12-24,2962.15,2962.15,2901.35,2928.35
2008-12-26,2916.85,2960.35,2846.05,2863.15
2008-12-29,2857.05,2931.55,2812.9,2929.75
2008-12-30,2922.2,2998.05,2899.9,2968.3
2008-12-31,2979.5,3002.2,2938.2,2958.55
2009-01-01,2976.1,3039.25,2976.0,3032.05
2009-01-02,3047.45,3079.55,3022.2,3051.1
2009-01-05,3046.75,3131.1,3046.75,3128.6
2009-01-06,3121.45,3141.5,3056.6,3126.45
2009-01-07,3121.6,3146.65,2889.05,2918.0
2009-01-09,2884.0,2928.65,2810.7,2868.5
2009-01-12,2851.65,2851.65,2749.15,2768.7
2009-01-13,2753.4,2801.85,2721.85,2760.0
2009-01-14,2777.35,2852.65,2777.35,2852.65
2009-01-15,2792.45,2792.45,2702.85,2743.75
2009-01-16,2736.7,2835.55,2736.7,2828.6
2009-01-19,2828.45,2867.8,2820.2,2837.6
2009-01-20,2841.2,2841.2,2758.3,2795.6
2009-01-21,2796.6,2796.6,2690.9,2692.8
2009-01-22,2729.4,2744.35,2681.55,2708.7
2009-01-23,2708.15,2711.4,2662.05,2681.1
2009-01-27,2709.65,2777.25,2709.65,2771.05
2009-01-28,2771.35,2854.65,2771.35,2854.65
2009-01-29,2849.5,2871.75,2795.65,2807.8
2009-01-30,2823.95,2880.55,2775.85,2874.55
2009-02-02,2874.8,2874.8,2760.95,2760.95
2009-02-03,2766.65,2831.6,2759.55,2785.8
2009-02-04,2800.0,2841.85,2789.85,2800.5
2009-02-05,2803.05,2816.1,2755.0,2785.7
2009-02-06,2780.05,2852.4,2780.05,2847.05
2009-02-09,2856.45,2926.55,2840.75,2921.9
2009-02-10,2919.9,2956.95,2891.95,2932.1
2009-02-11,2934.5,2936.75,2879.4,2935.85
2009-02-12,2925.7,2925.7,2887.25,2889.65
2009-02-13,2915.0,2969.7,2915.0,2940.3
2009-02-16,2948.35,2948.35,2839.4,2845.15
2009-02-17,2848.5,2848.5,2757.5,2776.65
2009-02-18,2770.5,2806.25,2738.25,2775.95
2009-02-19,2776.15,2801.9,2767.85,2793.35
2009-02-20,2789.35,2789.35,2709.6,2747.2
2009-02-24,2720.15,2745.7,2677.65,2731.1
2009-02-25,2733.9,2789.2,2733.9,2759.0
2009-02-26,2761.3,2796.6,2732.2,2789.55
2009-02-27,2785.65,2785.65,2708.95,2758.8
2009-03-02,2763.65,2763.65,2660.2,2661.15
2009-03-03,2674.6,2688.15,2611.9,2619.05
2009-03-04,2622.4,2655.6,2613.85,2650.9
2009-03-05,2645.2,2663.55,2564.5,2574.5
2009-03-06,2542.75,2627.85,2542.75,2619.05
2009-03-09,2620.15,2620.15,2555.75,2577.75
2009-03-12,2573.15,2645.85,2573.15,2601.6
2009-03-13,2617.45,2725.65,2617.45,2725.45
2009-03-16,2721.85,2781.45,2702.1,2777.1
2009-03-17,2777.25,2805.2,2738.95,2756.95
2009-03-18,2757.45,2835.85,2757.45,2792.4
2009-03-19,2800.25,2822.05,2771.45,2804.1
2009-03-20,2807.15,2816.0,2773.9,2809.05
2009-03-23,2814.1,2949.0,2814.1,2946.1
2009-03-24,2939.9,3017.25,2914.9,2915.55
2009-03-25,2938.7,2996.15,2923.55,2994.05
2009-03-26,2984.35,3103.2,2984.35,3056.75
2009-03-27,3088.2,3122.7,3056.6,3107.8
2009-03-30,3108.65,3108.65,2962.75,2984.45
2009-03-31,2978.15,3054.15,2978.15,3017.75
2009-04-01,3032.25,3068.75,2966.1,3065.45
2009-04-02,3077.85,3227.8,3077.85,3214.15
2009-04-06,3211.05,3302.85,3211.05,3261.2
2009-04-08,3256.6,3354.85,3150.0,3346.75
2009-04-09,3342.95,3399.95,3307.65,3341.8
2009-04-13,3342.05,3417.25,3334.25,3366.95
2009-04-15,3382.6,3496.9,3312.7,3495.6
2009-04-16,3499.3,3510.1,3354.35,3358.5
2009-04-17,3369.5,3489.6,3360.35,3397.05
2009-04-21,3377.1,3414.15,3314.45,3365.5
2009-04-22,3380.4,3400.8,3297.2,3334.95
2009-04-23,3330.3,3438.95,3310.95,3437.5
2009-04-24,3424.4,3491.1,3403.75,3476.45
2009-04-27,3480.75,3517.2,3435.55,3469.05
2009-04-28,3469.75,3470.45,3351.55,3360.1
2009-04-29,3362.35,3485.0,3362.35,3480.0
2009-05-04,3473.95,3663.5,3473.95,3646.35
2009-05-05,3654.0,3681.85,3618.85,3649.6
2009-05-06,3661.9,3716.85,3608.85,3627.25
2009-05-07,3625.05,3692.05,3625.05,3681.75
2009-05-08,3683.9,3710.75,3582.9,3619.2
2009-05-11,3620.7,3658.9,3534.65,3552.35
2009-05-12,3554.6,3691.25,3534.45,3684.35
2009-05-13,3668.75,3709.45,3610.55,3629.45
2009-05-14,3635.25,3635.25,3541.7,3600.15
2009-05-15,3593.45,3686.15,3593.45,3674.45
2009-05-18,3671.65,4308.05,3671.65,4308.05
2009-05-19,4323.15,4505.8,4171.25,4301.4
2009-05-20,4311.9,4362.75,4244.9,4259.7
2009-05-21,4270.3,4318.7,4199.55,4210.95
2009-05-22,4210.9,4248.85,4156.15,4233.15
2009-05-25,4238.5,4269.3,4205.2,4226.35
2009-05-26,4240.45,4250.7,4092.5,4107.7
2009-05-27,4121.45,4286.35,4121.45,4274.6
2009-05-28,4276.05,4352.65,4266.8,4336.85
2009-05-29,4337.1,4487.75,4337.1,4446.1
2009-06-01,4448.95,4545.2,4448.95,4532.85
2009-06-02,4529.9,4578.0,4451.55,4526.5
2009-06-03,4525.5,4574.75,4478.6,4520.9
2009-06-04,4528.55,4582.1,4453.75,4570.9
2009-06-05,4573.3,4636.15,4562.3,4583.7
2009-06-08,4582.4,4610.65,4405.3,4409.8
2009-06-09,4429.9,4561.2,4379.75,4559.1
2009-06-10,4550.95,4688.75,4550.95,4656.35
2009-06-11,4655.25,4678.2,4586.35,4625.75
2009-06-12,4637.7,4692.85,4566.7,4576.95
2009-06-15,4583.4,4599.9,4470.05,4502.95
2009-06-16,4475.8,4536.15,4411.35,4502.45
2009-06-17,4517.8,4517.8,4333.75,4342.65
2009-06-18,4356.15,4374.95,4222.25,4265.95
2009-06-19,4251.4,4324.95,4207.2,4313.1
2009-06-22,4314.05,4350.8,4222.65,4222.7
2009-06-23,4197.8,4267.05,4146.1,4227.2
2009-06-24,4247.0,4306.75,4218.55,4287.45
2009-06-25,4292.95,4336.1,4222.15,4264.8
2009-06-26,4241.85,4383.75,4241.85,4374.4
2009-06-29,4376.3,4439.6,4351.45,4386.9
2009-06-30,4390.95,4425.35,4268.65,4305.85
2009-07-01,4291.05,4362.15,4249.95,4340.3
2009-07-02,4340.9,4379.6,4289.3,4339.4
2009-07-03,4348.85,4434.05,4299.1,4422.75
2009-07-06,4432.0,4479.7,4135.8,4162.8
2009-07-07,4165.7,4231.3,4156.25,4203.4
2009-07-08,4202.15,4202.15,4061.5,4075.75
2009-07-09,4078.9,4114.65,4040.2,4083.5
2009-07-10,4093.5,4129.55,3977.0,3988.3
2009-07-14,3974.05,4128.6,3974.05,4128.3
2009-07-15,4126.3,4248.75,4126.0,4245.25
2009-07-16,4233.5,4303.9,4205.5,4233.7
2009-07-17,4231.4,4390.0,4231.4,4388.75
2009-07-20,4374.95,4509.3,4374.95,4496.45
2009-07-21,4502.25,4509.6,4436.8,4461.8
2009-07-22,4469.1,4557.2,4380.55,4402.35
2009-07-23,4398.9,4531.1,4398.9,4528.55
2009-07-24,4523.75,4578.55,4505.2,4569.05
2009-07-27,4568.55,4595.85,4528.75,4570.45
2009-07-28,4572.3,4599.35,4529.9,4559.2
2009-07-29,4564.1,4573.05,4421.05,4500.2
2009-07-30,4513.5,4582.2,4475.05,4570.8
2009-07-31,4571.45,4669.5,4571.45,4649.15
2009-08-03,4636.45,4723.3,4617.8,4722.25
2009-08-04,4711.4,4726.8,4643.05,4676.4
2009-08-05,4680.5,4716.65,4630.55,4684.8
2009-08-06,4694.15,4718.0,4560.5,4585.75
2009-08-07,4585.5,4585.65,4465.05,4473.65
2009-08-10,4481.4,4553.6,4399.95,4402.75
2009-08-11,4437.65,4510.65,4399.1,4471.9
2009-08-12,4471.35,4471.35,4359.55,4465.2
2009-08-13,4457.5,4613.8,4457.5,4612.55
2009-08-14,4605.0,4613.35,4559.9,4569.85
2009-08-17,4580.05,4580.05,4375.2,4387.8
2009-08-18,4387.9,4491.4,4374.8,4456.85
2009-08-19,4458.9,4477.5,4353.95,4399.95
2009-08-20,4394.1,4492.65,4394.1,4450.0
2009-08-21,4453.45,4538.7,4401.6,4526.9
2009-08-24,4528.8,4655.95,4528.8,4625.8
2009-08-25,4642.8,4672.4,4582.6,4657.15
2009-08-26,4659.35,4697.7,4659.35,4678.45
2009-08-27,4680.85,4707.7,4651.65,4696.05
2009-08-28,4688.2,4742.0,4651.4,4723.85
2009-08-31,4732.35,4732.35,4635.15,4658.3
2009-09-01,4662.1,4735.75,4600.95,4619.2
2009-09-02,4625.35,4650.35,4577.55,4608.0
2009-09-03,4608.35,4646.85,4581.1,4590.55
2009-09-04,4593.55,4696.05,4580.35,4679.2
2009-09-07,4680.4,4789.35,4680.4,4787.55
2009-09-08,4782.9,4842.15,4782.9,4800.7
2009-09-09,4805.25,4824.5,4784.65,4816.85
2009-09-10,4814.25,4886.45,4808.5,4808.8
2009-09-11,4819.4,4855.6,4791.85,4835.1
2009-09-14,4829.55,4829.55,4786.4,4821.2
2009-09-15,4808.6,4899.15,4808.6,4892.5
2009-09-16,4892.1,4966.05,4892.1,4962.95
2009-09-17,4958.4,5002.7,4944.5,4948.6
2009-09-18,4965.55,4980.55,4932.1,4975.95
2009-09-22,4979.8,5035.95,4979.8,5011.95
2009-09-23,5026.45,5027.65,4957.2,4970.5
2009-09-24,4999.25,5004.1,4904.15,4990.0
2009-09-25,4950.3,4994.3,4934.2,4954.85
2009-09-29,4984.3,5020.05,4984.3,5001.25
2009-09-30,5007.65,5087.2,5006.5,5079.25
2009-10-01,5057.8,5099.05,5057.4,5077.0
2009-10-05,5044.05,5050.75,4992.05,5003.8
2009-10-06,5022.9,5034.55,4921.35,5024.75
2009-10-07,5059.65,5076.45,4973.05,4982.0
2009-10-08,4985.75,5043.05,4971.8,4988.35
2009-10-09,5008.55,5028.9,4934.65,4941.75
2009-10-12,4947.85,5067.5,4947.85,5048.6
2009-10-14,5076.5,5127.4,5067.1,5120.2
2009-10-15,5120.75,5151.9,5077.45,5111.35
2009-10-16,5097.4,5149.55,5097.4,5148.35
2009-10-20,5146.7,5181.7,5103.0,5114.8
2009-10-21,5099.55,5117.3,5051.95,5058.75
2009-10-22,5048.45,5059.05,4968.7,4995.8
2009-10-23,4986.2,5052.0,4983.6,4998.05
2009-10-26,5006.25,5033.25,4961.65,4965.7
2009-10-27,4970.55,4970.55,4830.0,4841.15
2009-10-28,4838.5,4866.9,4784.5,4830.7
2009-10-29,4786.35,4818.25,4739.7,4750.55
2009-10-30,4774.9,4853.25,4688.35,4704.65
2009-11-03,4697.45,4729.4,4539.9,4547.55
2009-11-04,4602.5,4717.0,4581.6,4717.0
2009-11-05,4708.55,4776.0,4610.7,4768.4
2009-11-06,4765.75,4836.0,4765.75,4803.45
2009-11-09,4805.45,4905.0,4790.05,4902.9
2009-11-10,4936.9,4944.5,4860.4,4882.3
2009-11-11,4879.65,5016.3,4870.45,5010.85
2009-11-12,5005.75,5014.0,4925.15,4961.35
2009-11-13,4949.1,5017.7,4946.65,4995.75
2009-11-16,4996.5,5073.15,4996.5,5051.95
2009-11-17,5064.4,5072.5,5010.25,5053.65
2009-11-18,5061.5,5079.15,5041.85,5051.1
2009-11-19,5042.8,5052.85,4964.0,4988.8
2009-11-20,4983.65,5062.2,4933.1,5061.35
2009-11-23,5052.95,5112.9,5052.95,5098.05
2009-11-24,5107.3,5111.5,5053.55,5078.75
2009-11-25,5091.55,5138.0,5078.35,5111.5
2009-11-26,5116.45,5116.45,4986.05,4998.0
2009-11-27,5005.05,5005.05,4806.7,4943.25
2009-11-30,4972.55,5066.15,4972.55,5025.25
2009-12-01,5039.7,5130.35,5038.85,5121.55
2009-12-02,5122.75,5161.75,5111.75,5118.55
2009-12-03,5124.55,5181.0,5106.6,5123.5
2009-12-04,5131.7,5161.8,5081.85,5115.85
2010-01-04,5201.0,5238.0,5167.0,5235.0
2010-01-05,5277.0,5288.0,5259.0,5274.0
2010-01-06,5285.0,5297.0,5260.0,5281.0
2010-01-07,5279.3,5284.2,5244.75,5256.6
2010-01-08,5261.55,5276.75,5234.7,5247.0
2010-01-11,5274.15,5281.35,5238.15,5251.25
2010-01-12,5248.65,5272.85,5200.95,5204.3
2010-01-13,5196.35,5239.2,5172.2,5235.75
2010-01-14,5264.0,5272.85,5244.2,5259.7
2010-01-15,5268.85,5270.7,5242.45,5250.15
2010-01-18,5235.5,5292.5,5235.1,5273.8
2010-01-19,5276.65,5280.7,5218.65,5224.1
2010-01-20,5253.35,5255.8,5201.4,5220.1
2010-01-21,5209.25,5212.55,5085.45,5093.95
2010-01-22,5009.85,5077.0,4954.85,5028.4
2010-01-25,5014.05,5035.7,4983.05,5001.7
2010-01-27,4958.05,4963.8,4833.05,4836.0
2010-01-28,4887.75,4929.9,4824.95,4875.5
2010-01-29,4813.8,4893.7,4766.0,4887.35
2010-02-01,4847.25,4918.8,4827.15,4914.75
2010-02-02,4937.8,4939.05,4814.1,4825.3
2010-02-03,4871.7,4949.15,4866.15,4930.6
2010-02-04,4907.35,4912.4,4832.35,4846.15
2010-02-05,4750.95,4760.55,4692.35,4713.55
2010-02-06,4712.75,4768.0,4712.75,4767.8
2010-02-08,4746.45,4799.05,4675.4,4758.1
2010-02-09,4743.05,4810.4,4739.35,4786.75
2010-02-10,4805.25,4821.15,4748.1,4755.25
2010-02-11,4803.0,4843.8,4801.65,4827.55
2010-02-15,4821.7,4832.6,4783.9,4799.7
2010-02-16,4807.2,4879.6,4791.35,4879.6
2010-02-17,4910.85,4929.7,4887.45,4911.0
2010-02-18,4894.8,4912.1,4873.7,4884.45
2010-02-19,4842.65,4877.1,4805.55,4844.8
2010-02-22,4908.75,4912.05,4845.9,4847.0
2010-02-23,4848.25,4884.1,4845.6,4876.2
2010-02-24,4864.9,4880.55,4845.7,4860.55
2010-02-25,4867.15,4868.5,4835.6,4865.3
2010-02-26,4877.25,4992.0,4871.2,4925.85
2010-03-02,4987.25,5029.45,4968.7,5027.25
2010-03-03,5050.4,5093.25,5042.55,5089.55
2010-03-04,5082.0,5087.3,5049.0,5077.75
2010-03-05,5114.6,5118.65,5068.05,5085.25
2010-03-08,5131.95,5145.15,5110.65,5120.9
2010-03-09,5118.3,5125.3,5094.35,5095.0
2010-03-10,5108.95,5137.4,5095.85,5115.0
2010-03-11,5113.35,5152.6,5102.1,5150.8
2010-03-12,5148.0,5156.95,5122.1,5138.4
2010-03-15,5120.55,5139.15,5101.2,5132.2
2010-03-16,5132.95,5209.25,5125.7,5201.45
2010-03-17,5228.45,5260.5,5221.95,5234.5
2010-03-18,5233.4,5255.65,5214.4,5249.8
2010-03-19,5252.95,5269.95,5237.1,5255.75
2010-03-22,5231.75,5248.85,5197.05,5200.65
2010-03-23,5236.55,5238.2,5193.4,5224.0
2010-03-25,5221.5,5267.3,5202.95,5260.3
2010-03-26,5282.2,5293.75,5268.3,5275.1
2010-03-29,5300.25,5329.55,5286.2,5307.95
2010-03-30,5314.45,5322.75,5251.35,5256.55
2010-03-31,5292.35,5293.9,5235.15,5252.0
2010-04-01,5275.75,5298.6,5266.3,5290.7
2010-04-05,5316.5,5377.55,5316.05,5370.6
2010-04-06,5366.2,5379.85,5351.7,5364.6
2010-04-07,5375.5,5399.65,5345.05,5375.3
2010-04-08,5366.85,5366.9,5290.55,5291.75
2010-04-09,5339.3,5377.45,5335.25,5363.4
2010-04-12,5346.7,5366.5,5324.9,5343.35
2010-04-13,5315.05,5331.6,5301.7,5322.9
2010-04-15,5359.35,5362.9,5265.3,5269.1
2010-04-16,5259.65,5283.05,5237.55,5256.5
2010-04-19,5187.3,5217.65,5160.9,5201.65
2010-04-20,5213.7,5257.25,5212.35,5235.0
2010-04-21,5251.7,5266.3,5232.75,5242.0
2010-04-22,5221.85,5331.8,5221.5,5262.15
2010-04-23,5292.7,5311.05,5274.9,5307.35
2010-04-26,5331.75,5338.25,5316.05,5319.8
2010-04-27,5313.9,5330.55,5303.0,5306.95
2010-04-28,5251.2,5272.25,5202.45,5219.6
2010-04-29,5237.1,5264.75,5223.2,5254.3
2010-04-30,5274.8,5294.8,5266.2,5270.6
2010-05-03,5243.35,5249.85,5210.05,5225.15
2010-05-04,5236.95,5247.95,5134.85,5139.05
2010-05-05,5074.9,5137.95,5056.5,5137.05
2010-05-06,5114.2,5115.95,5037.75,5091.55
2010-05-07,5022.5,5046.25,4984.6,5029.0
2010-05-10,5090.45,5202.95,5084.0,5202.35
2010-05-11,5182.75,5190.9,5126.5,5131.3
2010-05-12,5142.1,5172.85,5098.8,5154.0
2010-05-13,5192.45,5212.7,5167.3,5178.75
2010-05-14,5176.9,5192.75,5070.95,5078.35
2010-05-17,5001.15,5072.9,4966.25,5060.15
2010-05-18,5046.0,5105.2,5024.25,5067.0
2010-05-19,5011.55,5020.6,4908.15,4920.35
2010-05-20,4960.85,4980.25,4926.25,4954.65
2010-05-21,4862.05,4943.45,4861.85,4933.0
2010-05-24,4996.0,5029.55,4923.45,4927.25
2010-05-25,4875.75,4881.35,4786.45,4809.25
2010-05-26,4866.4,4925.45,4860.1,4913.7
2010-05-27,4908.5,5016.6,4907.8,5005.5
2010-05-28,5053.05,5077.25,5017.45,5058.05
2010-05-31,5067.25,5097.6,5038.55,5088.05
2010-06-01,5063.2,5068.1,4961.05,4963.95
2010-06-02,4987.3,5031.2,4968.05,5027.4
2010-06-03,5093.2,5125.7,5085.5,5107.85
2010-06-04,5098.45,5147.9,5091.6,5133.4
2010-06-07,5016.1,5045.05,5004.65,5038.7
2010-06-08,5054.05,5071.35,4967.3,4989.2
2010-06-09,5003.25,5050.6,4980.1,5009.4
2010-06-10,5023.65,5085.2,5014.3,5081.85
2010-06-11,5127.0,5139.05,5099.6,5114.95
2010-06-14,5160.65,5201.25,5142.8,5197.85
2010-06-15,5204.95,5231.45,5171.05,5218.1
2010-06-16,5243.9,5250.9,5214.9,5227.55
2010-06-17,5224.6,5285.55,5206.55,5275.35
2010-06-18,5280.5,5302.3,5245.5,5258.65
2010-06-21,5324.35,5366.75,5323.2,5346.8
2010-06-22,5336.25,5350.1,5311.05,5317.95
2010-06-23,5305.35,5333.3,5292.8,5327.9
2010-06-24,5337.15,5348.3,5284.55,5310.6
2010-06-25,5293.85,5314.7,5259.9,5266.55
2010-06-28,5298.8,5339.45,5286.75,5334.15
2010-06-29,5305.85,5310.4,5235.8,5253.9
2010-06-30,5242.8,5320.35,5241.35,5313.85
2010-07-01,5259.35,5266.05,5232.1,5249.3
2010-07-02,5267.75,5277.25,5225.8,5226.55
2010-07-05,5232.45,5252.75,5228.35,5233.9
2010-07-06,5243.0,5297.45,5241.45,5283.65
2010-07-07,5274.35,5276.65,5233.45,5238.55
2010-07-08,5299.4,5320.5,5291.8,5292.7
2010-07-09,5339.45,5359.05,5335.85,5353.0
2010-07-12,5387.25,5402.7,5361.4,5380.2
2010-07-13,5373.55,5406.2,5357.85,5401.85
2010-07-14,5441.5,5443.4,5371.7,5378.45
2010-07-15,5391.75,5394.65,5360.6,5379.8
2010-07-16,5376.25,5401.35,5374.55,5396.95
2010-07-19,5378.95,5409.1,5377.7,5386.05
2010-07-20,5408.35,5410.75,5354.35,5355.8
2010-07-21,5394.55,5409.1,5382.85,5396.1
2010-07-22,5387.75,5447.15,5372.2,5437.05
2010-07-23,5459.75,5468.4,5435.15,5444.1
2010-07-26,5445.4,5448.35,5409.2,5414.15
2010-07-27,5420.75,5450.95,5407.2,5427.25
2010-07-28,5427.95,5440.8,5386.25,5394.6
2010-07-29,5398.55,5415.85,5381.55,5411.4
2010-07-30,5385.7,5409.05,5354.6,5359.9
2010-08-02,5410.85,5438.85,5405.9,5437.65
2010-08-03,5438.7,5447.0,5426.4,5439.6
2010-08-04,5445.1,5481.9,5428.4,5469.75
2010-08-05,5479.7,5487.15,5443.25,5447.5
2010-08-06,5451.0,5471.9,5431.35,5441.6
2010-08-09,5445.6,5492.3,5440.0,5484.75
2010-08-10,5470.45,5483.85,5445.35,5462.0
2010-08-11,5468.15,5474.6,5412.0,5412.6
2010-08-12,5381.3,5431.1,5376.75,5416.05
2010-08-13,5441.3,5476.5,5439.05,5452.95
2010-08-16,5454.0,5465.25,5397.4,5417.0
2010-08-17,5430.7,5443.55,5408.8,5421.1
2010-08-18,5434.15,5487.95,5427.3,5487.15
2010-08-19,5493.85,5544.7,5491.65,5537.3
2010-08-20,5526.3,5546.6,5517.7,5528.7
2010-08-23,5524.5,5549.8,5519.4,5540.15
2010-08-24,5544.55,5544.55,5488.45,5503.15
2010-08-25,5501.2,5506.15,5452.55,5457.3
2010-08-26,5481.45,5486.55,5454.7,5477.2
2010-08-27,5465.15,5483.3,5391.95,5396.85
2010-08-30,5460.7,5460.75,5390.35,5418.35
2010-08-31,5397.2,5413.9,5348.9,5399.65
2010-09-01,5427.8,5478.6,5418.5,5473.5
2010-09-02,5493.15,5502.4,5478.0,5481.05
2010-09-03,5496.65,5498.0,5473.65,5475.6
2010-09-06,5515.45,5589.4,5514.15,5580.2
2010-09-07,5587.0,5625.5,5581.8,5592.5
2010-09-08,5580.15,5625.3,5576.0,5603.65
2010-09-09,5632.25,5647.45,5608.1,5631.45
2010-09-13,5639.2,5770.6,5639.2,5759.75
2010-09-14,5791.05,5838.45,5775.15,5796.7
2010-09-15,5843.7,5869.45,5828.8,5860.8
2010-09-16,5851.55,5901.65,5815.8,5831.8
2010-09-17,5879.25,5898.4,5867.05,5892.75
2010-09-20,5899.25,5971.3,5895.8,5968.85
2010-09-21,6031.0,6031.8,5961.85,6009.4
2010-09-22,6025.05,6031.75,5946.45,5982.7
2010-09-23,5957.85,5981.35,5932.4,5956.2
2010-09-24,5961.0,6029.1,5951.8,6010.95
2010-09-27,6045.55,6073.5,6023.6,6030.15
2010-09-28,6027.75,6049.8,5991.3,6035.7
2010-09-29,6045.15,6048.65,5979.65,5984.9
2010-09-30,5997.4,6048.45,5963.6,6023.85
2010-10-01,6063.6,6153.1,6062.65,6146.4
2010-10-04,6194.75,6222.1,6147.7,6150.75
2010-10-05,6163.05,6188.35,6139.2,6140.5
2010-10-06,6203.95,6204.9,6155.4,6179.8
2010-10-07,6178.15,6199.45,6107.5,6118.9
2010-10-08,6124.75,6132.0,6067.0,6105.2
2010-10-11,6150.4,6158.2,6110.5,6130.9
2010-10-12,6107.15,6112.0,6057.95,6085.95
2010-10-13,6105.65,6240.25,6091.05,6230.65
2010-10-14,6277.5,6278.35,6157.9,6171.15
2010-10-15,6162.1,6177.5,6050.35,6055.05
2010-10-18,6115.1,6115.1,5985.1,6089.25
2010-10-19,6115.5,6127.05,6008.15,6009.35
