Date_Time,Open,High,Low,Close
2009-07-29 14:00:00,7214.0,7238.8,7185.25,7227.0
2009-07-29 15:00:00,7227.0,7260.0,7215.5,7221.0
2009-07-30 10:00:00,7257.0,7259.0,7182.05,7231.1
2009-07-30 11:00:00,7230.0,7260.05,7215.8,7256.8
2009-07-30 12:00:00,7256.8,7308.0,7253.0,7301.5
2009-07-30 13:00:00,7301.5,7328.8,7276.25,7305.05
2009-07-30 14:00:00,7303.0,7351.55,7290.05,7330.95
2009-07-30 15:00:00,7330.0,7390.0,7325.1,7387.6
2009-07-31 10:00:00,7520.0,7625.0,7520.0,7625.0
2009-07-31 11:00:00,7624.0,7630.0,7575.2,7604.5
2009-07-31 12:00:00,7604.5,7622.95,7565.0,7612.9
2009-07-31 13:00:00,7612.9,7625.0,7583.5,7600.0
2009-07-31 14:00:00,7600.0,7605.0,7501.0,7504.0
2009-07-31 15:00:00,7504.9,7578.0,7502.1,7570.0
2009-08-03 10:00:00,7550.0,7585.0,7525.0,7579.5
2009-08-03 11:00:00,7579.5,7610.5,7567.25,7580.0
2009-08-03 12:00:00,7580.0,7591.0,7510.0,7568.0
2009-08-03 13:00:00,7568.0,7589.35,7539.95,7585.0
2009-08-03 14:00:00,7582.5,7636.9,7576.4,7636.85
2009-08-03 15:00:00,7637.0,7704.0,7635.0,7704.0
2009-08-04 10:00:00,7647.6,7685.0,7605.0,7635.5
2009-08-04 11:00:00,7635.5,7710.0,7624.95,7705.0
2009-08-04 12:00:00,7705.0,7728.0,7680.0,7701.1
2009-08-04 13:00:00,7700.0,7704.0,7650.0,7650.0
2009-08-04 14:00:00,7646.0,7647.0,7568.0,7583.0
2009-08-04 15:00:00,7583.75,7643.85,7570.0,7615.0
2009-08-05 10:00:00,7625.0,7653.95,7536.1,7548.0
2009-08-05 11:00:00,7545.05,7567.9,7510.0,7562.0
2009-08-05 12:00:00,7562.0,7595.0,7522.0,7573.0
2009-08-05 13:00:00,7573.0,7585.0,7541.95,7564.0
2009-08-05 14:00:00,7566.0,7645.0,7566.0,7635.95
2009-08-05 15:00:00,7635.95,7652.0,7603.0,7615.0
2009-08-06 10:00:00,7585.0,7632.1,7545.0,7606.2
2009-08-06 11:00:00,7614.0,7643.0,7592.5,7634.9
2009-08-06 12:00:00,7634.9,7665.0,7606.0,7665.0
2009-08-06 13:00:00,7665.0,7703.5,7653.6,7686.6
2009-08-06 14:00:00,7685.1,7697.0,7466.35,7475.0
2009-08-06 15:00:00,7479.0,7494.0,7435.0,7455.5
2009-08-07 10:00:00,7446.0,7464.0,7324.4,7331.5
2009-08-07 11:00:00,7335.0,7383.0,7335.0,7358.9
2009-08-07 12:00:00,7358.9,7366.0,7305.0,7316.0
2009-08-07 13:00:00,7316.0,7327.0,7268.0,7280.0
2009-08-07 14:00:00,7280.0,7315.0,7248.0,7305.0
2009-08-07 15:00:00,7305.0,7305.0,7230.0,7252.0
2009-08-10 10:00:00,7345.25,7351.0,7172.0,7198.0
2009-08-10 11:00:00,7205.0,7223.0,7126.25,7203.95
2009-08-10 12:00:00,7208.95,7270.0,7182.0,7268.0
2009-08-10 13:00:00,7264.95,7295.0,7193.2,7224.0
2009-08-10 14:00:00,7224.0,7277.8,7183.0,7190.0
2009-08-10 15:00:00,7189.0,7210.0,7130.0,7130.0
2009-08-11 10:00:00,7180.0,7254.9,7150.05,7238.0
2009-08-11 11:00:00,7238.0,7238.0,7188.1,7225.0
2009-08-11 12:00:00,7228.0,7264.0,7217.0,7247.0
2009-08-11 13:00:00,7247.0,7293.9,7233.5,7293.9
2009-08-11 14:00:00,7293.75,7305.35,7130.05,7193.0
2009-08-11 15:00:00,7198.0,7239.7,7185.75,7227.8
2009-08-12 10:00:00,7124.0,7135.0,7055.5,7065.0
2009-08-12 11:00:00,7061.5,7085.0,7020.0,7050.0
2009-08-12 12:00:00,7048.95,7054.0,6974.0,6991.15
2009-08-12 13:00:00,6991.15,7045.0,6991.15,7032.0
2009-08-12 14:00:00,7035.0,7155.0,7035.0,7131.1
2009-08-12 15:00:00,7131.1,7210.0,7128.0,7210.0
2009-08-13 10:00:00,7325.0,7383.5,7323.2,7378.0
2009-08-13 11:00:00,7379.0,7385.0,7365.0,7376.1
2009-08-13 12:00:00,7376.1,7404.0,7365.0,7404.0
2009-08-13 13:00:00,7404.0,7418.85,7348.35,7391.35
2009-08-13 14:00:00,7394.75,7495.7,7385.05,7490.0
2009-08-13 15:00:00,7494.0,7506.0,7465.1,7505.0
2009-08-14 10:00:00,7481.25,7484.05,7410.0,7416.0
2009-08-14 11:00:00,7417.0,7461.0,7417.0,7452.95
2009-08-14 12:00:00,7460.0,7465.0,7367.0,7408.0
2009-08-14 13:00:00,7405.0,7470.0,7396.35,7430.0
2009-08-14 14:00:00,7430.0,7445.0,7386.0,7430.0
2009-08-14 15:00:00,7430.0,7442.0,7393.15,7410.1
2009-08-17 10:00:00,7251.0,7274.5,7226.5,7235.0
2009-08-17 11:00:00,7235.0,7254.55,7204.0,7209.95
2009-08-17 12:00:00,7210.0,7214.95,7175.0,7205.0
2009-08-17 13:00:00,7205.0,7214.0,7150.0,7164.6
2009-08-17 14:00:00,7169.5,7173.0,7085.0,7090.0
2009-08-17 15:00:00,7090.0,7118.0,7065.5,7104.0
2009-08-18 10:00:00,7137.0,7245.0,7091.65,7233.0
2009-08-18 11:00:00,7233.0,7244.0,7192.1,7242.55
2009-08-18 12:00:00,7242.0,7295.0,7234.0,7294.0
2009-08-18 13:00:00,7294.9,7300.0,7162.6,7167.9
2009-08-18 14:00:00,7168.0,7267.0,7165.0,7226.2
2009-08-18 15:00:00,7226.0,7244.0,7200.5,7214.0
2009-08-19 10:00:00,7213.0,7244.9,7125.05,7125.05
2009-08-19 11:00:00,7130.45,7130.45,6995.0,7024.0
2009-08-19 12:00:00,7027.0,7055.9,6985.0,7039.95
2009-08-19 13:00:00,7040.0,7089.0,7011.0,7076.15
2009-08-19 14:00:00,7075.0,7157.8,7047.1,7100.0
2009-08-19 15:00:00,7095.05,7140.0,7066.1,7130.0
2009-08-20 10:00:00,7225.0,7278.0,7221.6,7233.6
2009-08-20 11:00:00,7233.0,7275.0,7222.25,7245.0
2009-08-20 12:00:00,7245.0,7273.0,7245.0,7260.0
2009-08-20 13:00:00,7265.0,7299.0,7241.0,7275.0
2009-08-20 14:00:00,7275.0,7325.0,7268.0,7295.3
2009-08-20 15:00:00,7290.0,7292.0,7227.6,7255.0
2009-08-21 10:00:00,7181.1,7194.9,7128.05,7160.0
2009-08-21 11:00:00,7160.95,7256.0,7150.45,7234.8
2009-08-21 12:00:00,7231.0,7293.0,7218.0,7285.0
2009-08-21 13:00:00,7284.0,7318.0,7265.25,7279.95
2009-08-21 14:00:00,7281.8,7380.0,7261.2,7376.15
2009-08-21 15:00:00,7379.0,7424.0,7373.4,7385.0
2009-08-24 10:00:00,7520.0,7540.0,7507.0,7510.0
2009-08-24 11:00:00,7510.0,7545.0,7501.0,7540.0
2009-08-24 12:00:00,7539.8,7560.0,7517.15,7550.0
2009-08-24 13:00:00,7550.0,7558.0,7491.25,7515.0
2009-08-24 14:00:00,7515.0,7539.0,7500.0,7518.0
2009-08-24 15:00:00,7518.0,7550.0,7495.0,7500.0
2009-08-25 10:00:00,7455.0,7474.0,7394.5,7405.0
2009-08-25 11:00:00,7405.0,7419.9,7376.0,7406.0
2009-08-25 12:00:00,7409.0,7489.4,7405.35,7485.0
2009-08-25 13:00:00,7485.0,7485.0,7443.0,7458.0
2009-08-25 14:00:00,7459.5,7470.0,7405.0,7450.0
2009-08-25 15:00:00,7450.0,7460.0,7421.1,7436.9
2009-08-26 10:00:00,7470.0,7479.0,7440.05,7456.0
2009-08-26 11:00:00,7455.0,7475.0,7442.0,7448.2
2009-08-26 12:00:00,7446.25,7454.0,7397.6,7453.0
2009-08-26 13:00:00,7453.0,7456.0,7405.05,7422.1
2009-08-26 14:00:00,7422.1,7453.7,7387.0,7410.1
2009-08-26 15:00:00,7409.2,7442.0,7404.0,7430.0
2009-08-27 10:00:00,7390.0,7424.0,7388.1,7400.0
2009-08-27 11:00:00,7395.15,7426.95,7390.0,7426.95
2009-08-27 12:00:00,7425.15,7439.8,7413.0,7435.15
2009-08-27 13:00:00,7435.15,7449.0,7409.0,7423.0
2009-08-27 14:00:00,7419.25,7422.0,7380.0,7391.0
2009-08-27 15:00:00,7390.0,7396.5,7370.0,7386.9
2009-08-28 10:00:00,7449.0,7454.0,7405.25,7428.0
2009-08-28 11:00:00,7428.0,7454.9,7422.1,7428.0
2009-08-28 12:00:00,7428.0,7455.0,7401.0,7417.45
2009-08-28 13:00:00,7415.0,7449.0,7382.0,7449.0
2009-08-28 14:00:00,7448.0,7548.0,7435.0,7525.1
2009-08-28 15:00:00,7525.1,7534.85,7491.0,7496.0
2009-08-31 10:00:00,7436.5,7455.0,7421.4,7425.0
2009-08-31 11:00:00,7429.95,7480.0,7421.5,7458.15
2009-08-31 12:00:00,7459.8,7461.5,7413.5,7442.0
2009-08-31 13:00:00,7440.65,7442.8,7390.75,7410.8
2009-08-31 14:00:00,7410.8,7467.75,7387.0,7445.25
2009-08-31 15:00:00,7447.0,7463.0,7438.0,7459.05
2009-09-01 10:00:00,7485.1,7559.0,7481.5,7559.0
2009-09-01 11:00:00,7560.0,7600.0,7560.0,7575.0
2009-09-01 12:00:00,7575.0,7589.5,7562.0,7572.0
2009-09-01 13:00:00,7572.0,7585.0,7396.3,7404.05
2009-09-01 14:00:00,7406.0,7413.9,7350.0,7350.1
2009-09-01 15:00:00,7354.95,7398.0,7344.0,7375.0
2009-09-02 10:00:00,7355.0,7410.0,7351.0,7352.5
2009-09-02 11:00:00,7356.05,7417.9,7343.0,7416.0
2009-09-02 12:00:00,7418.95,7419.0,7355.0,7375.0
2009-09-02 13:00:00,7375.0,7386.0,7350.0,7380.0
2009-09-02 14:00:00,7380.0,7388.5,7356.0,7367.4
2009-09-02 15:00:00,7367.4,7381.0,7344.0,7359.0
2009-09-03 10:00:00,7398.0,7405.2,7332.0,7371.95
2009-09-03 11:00:00,7370.0,7409.9,7368.1,7408.5
2009-09-03 12:00:00,7413.0,7434.9,7382.6,7415.0
2009-09-03 13:00:00,7413.1,7420.0,7375.0,7393.0
2009-09-03 14:00:00,7393.0,7410.0,7362.0,7378.0
2009-09-03 15:00:00,7377.0,7380.0,7341.0,7362.8
2009-09-04 10:00:00,7390.0,7400.0,7355.25,7370.0
2009-09-04 11:00:00,7370.0,7392.0,7361.05,7369.0
2009-09-04 12:00:00,7369.0,7434.8,7358.1,7430.0
2009-09-04 13:00:00,7431.05,7449.0,7418.0,7440.0
2009-09-04 14:00:00,7440.0,7499.0,7440.0,7473.0
2009-09-04 15:00:00,7474.0,7495.0,7465.0,7487.0
2009-09-07 10:00:00,7514.95,7558.0,7510.0,7540.05
2009-09-07 11:00:00,7540.05,7556.0,7530.5,7548.0
2009-09-07 12:00:00,7548.05,7578.0,7540.0,7558.0
2009-09-07 13:00:00,7558.0,7595.0,7557.05,7581.2
2009-09-07 14:00:00,7581.2,7661.0,7576.5,7640.05
2009-09-07 15:00:00,7640.0,7690.0,7633.0,7687.0
2009-09-08 10:00:00,7695.1,7737.0,7680.0,7724.0
2009-09-08 11:00:00,7724.95,7726.95,7660.0,7696.0
2009-09-08 12:00:00,7697.0,7763.45,7694.95,7749.95
2009-09-08 13:00:00,7750.0,7794.9,7734.05,7791.85
2009-09-08 14:00:00,7794.0,7795.0,7690.0,7739.8
2009-09-08 15:00:00,7738.5,7779.8,7710.0,7725.0
2009-09-09 10:00:00,7715.5,7744.5,7704.0,7738.95
2009-09-09 11:00:00,7737.95,7755.0,7727.0,7736.75
2009-09-09 12:00:00,7736.75,7774.0,7715.0,7745.0
2009-09-09 13:00:00,7742.05,7750.0,7711.0,7721.05
2009-09-09 14:00:00,7722.0,7815.1,7722.0,7792.0
2009-09-09 15:00:00,7793.5,7803.0,7777.5,7795.0
2009-09-10 10:00:00,7882.0,7962.0,7882.0,7957.0
2009-09-10 11:00:00,7957.0,7957.0,7890.15,7915.05
2009-09-10 12:00:00,7915.0,7935.0,7890.0,7903.0
2009-09-10 13:00:00,7903.0,7909.9,7858.0,7882.05
2009-09-10 14:00:00,7882.0,7927.5,7878.05,7887.1
2009-09-10 15:00:00,7887.3,7890.0,7805.1,7814.0
2009-09-11 10:00:00,7869.0,7880.0,7823.0,7830.0
2009-09-11 11:00:00,7830.0,7895.0,7816.0,7886.05
2009-09-11 12:00:00,7887.0,7890.0,7810.0,7814.85
2009-09-11 13:00:00,7812.05,7885.0,7810.0,7848.85
2009-09-11 14:00:00,7848.85,7913.0,7821.2,7904.0
2009-09-11 15:00:00,7905.0,7964.0,7888.6,7960.0
2009-09-14 10:00:00,7920.0,7959.0,7904.0,7948.0
2009-09-14 11:00:00,7954.0,7994.45,7945.0,7991.0
2009-09-14 12:00:00,7992.7,7998.8,7973.3,7998.0
2009-09-14 13:00:00,7998.0,8007.95,7980.0,7994.8
2009-09-14 14:00:00,7995.0,8018.0,7971.2,7978.0
2009-09-14 15:00:00,7978.0,8018.0,7961.3,8014.0
2009-09-15 10:00:00,8062.0,8139.9,8062.0,8137.0
2009-09-15 11:00:00,8137.15,8155.0,8134.2,8148.1
2009-09-15 12:00:00,8148.5,8168.7,8139.0,8145.0
2009-09-15 13:00:00,8145.0,8191.35,8136.5,8185.0
2009-09-15 14:00:00,8185.0,8198.0,8150.0,8185.0
2009-09-15 15:00:00,8185.0,8230.0,8181.0,8215.0
2009-09-16 10:00:00,8318.8,8323.9,8271.0,8282.4
2009-09-16 11:00:00,8282.4,8324.0,8280.1,8300.3
2009-09-16 12:00:00,8300.0,8316.95,8286.0,8302.25
2009-09-16 13:00:00,8302.25,8316.95,8280.0,8301.0
2009-09-16 14:00:00,8301.0,8349.5,8301.0,8344.95
2009-09-16 15:00:00,8345.0,8387.0,8345.0,8384.0
2009-09-17 10:00:00,8429.0,8493.0,8416.15,8485.0
2009-09-17 11:00:00,8486.95,8491.0,8436.0,8452.0
2009-09-17 12:00:00,8452.0,8453.0,8401.05,8430.0
2009-09-17 13:00:00,8430.0,8450.0,8406.5,8440.1
2009-09-17 14:00:00,8440.1,8447.45,8395.0,8426.0
2009-09-17 15:00:00,8425.15,8475.0,8411.2,8411.2
2009-09-18 10:00:00,8375.0,8433.0,8368.0,8410.15
2009-09-18 11:00:00,8410.15,8414.7,8352.25,8367.0
2009-09-18 12:00:00,8367.0,8367.0,8300.0,8333.0
2009-09-18 13:00:00,8333.0,8343.9,8310.0,8342.5
2009-09-18 14:00:00,8342.5,8394.8,8340.0,8382.5
2009-09-18 15:00:00,8382.0,8393.5,8361.3,8385.0
2009-09-22 10:00:00,8376.5,8453.9,8369.0,8429.0
2009-09-22 11:00:00,8428.1,8435.9,8415.0,8417.0
2009-09-22 12:00:00,8419.6,8427.5,8410.0,8420.0
2009-09-22 13:00:00,8420.05,8452.0,8418.1,8439.15
2009-09-22 14:00:00,8440.0,8464.0,8422.5,8463.0
2009-09-22 15:00:00,8462.0,8485.0,8445.0,8476.0
2009-09-23 10:00:00,8458.55,8493.0,8432.2,8465.0
2009-09-23 11:00:00,8465.0,8487.35,8461.2,8473.0
2009-09-23 12:00:00,8473.0,8490.0,8470.0,8485.5
2009-09-23 13:00:00,8488.0,8546.95,8486.0,8521.0
2009-09-23 14:00:00,8519.0,8528.0,8424.0,8424.0
2009-09-23 15:00:00,8421.0,8437.0,8406.0,8429.0
2009-09-24 10:00:00,8403.3,8405.0,8365.1,8365.25
2009-09-24 11:00:00,8369.0,8394.9,8365.0,8394.9
2009-09-24 12:00:00,8394.9,8447.0,8393.25,8417.5
2009-09-24 13:00:00,8417.0,8444.8,8395.0,8431.9
2009-09-24 14:00:00,8432.0,8489.75,8418.0,8486.0
2009-09-24 15:00:00,8484.3,8556.3,8484.0,8545.05
2009-09-25 10:00:00,8492.0,8548.0,8479.2,8520.0
2009-09-25 11:00:00,8523.5,8548.0,8506.25,8521.9
2009-09-25 12:00:00,8521.9,8555.0,8515.75,8545.1
2009-09-25 13:00:00,8545.1,8548.9,8430.0,8437.25
2009-09-25 14:00:00,8436.0,8513.0,8433.05,8444.0
2009-09-25 15:00:00,8444.95,8480.0,8444.95,8470.0
2009-09-29 10:00:00,8541.0,8559.0,8526.0,8541.0
2009-09-29 11:00:00,8540.0,8548.3,8470.0,8494.0
2009-09-29 12:00:00,8494.0,8512.9,8475.0,8487.0
2009-09-29 13:00:00,8485.65,8511.9,8471.0,8504.0
2009-09-29 14:00:00,8507.0,8510.0,8476.0,8489.0
2009-09-29 15:00:00,8488.2,8502.0,8474.9,8482.0
2009-09-30 10:00:00,8495.0,8585.0,8495.0,8581.35
2009-09-30 11:00:00,8582.0,8630.0,8575.0,8613.0
2009-09-30 12:00:00,8614.5,8625.0,8601.2,8623.0
2009-09-30 13:00:00,8624.0,8698.0,8620.5,8698.0
2009-09-30 14:00:00,8695.0,8744.0,8687.0,8744.0
2009-09-30 15:00:00,8745.0,8789.0,8745.0,8786.0
2009-10-01 10:00:00,8800.0,8854.0,8761.0,8842.0
2009-10-01 11:00:00,8844.0,8844.0,8796.1,8825.0
2009-10-01 12:00:00,8824.0,8842.9,8802.0,8840.1
2009-10-01 13:00:00,8840.1,8848.0,8815.0,8845.0
2009-10-01 14:00:00,8849.0,8875.0,8772.2,8818.0
2009-10-01 15:00:00,8817.95,8843.0,8803.5,8821.8
2009-10-05 10:00:00,8770.0,8774.0,8722.0,8730.0
2009-10-05 11:00:00,8730.0,8789.0,8725.0,8776.85
2009-10-05 12:00:00,8775.9,8781.95,8732.8,8748.0
2009-10-05 13:00:00,8747.0,8761.0,8732.8,8743.25
2009-10-05 14:00:00,8745.0,8756.05,8683.05,8689.0
2009-10-05 15:00:00,8684.05,8708.0,8650.0,8670.0
2009-10-06 10:00:00,8742.35,8746.0,8580.0,8608.5
2009-10-06 11:00:00,8608.5,8637.8,8555.0,8581.0
2009-10-06 12:00:00,8581.0,8619.95,8561.0,8585.0
2009-10-06 13:00:00,8584.0,8736.0,8583.9,8732.0
2009-10-06 14:00:00,8730.0,8833.9,8709.0,8824.0
2009-10-06 15:00:00,8830.0,8847.0,8817.0,8824.0
2009-10-07 10:00:00,8881.2,8940.0,8873.2,8935.0
2009-10-07 11:00:00,8936.0,8963.0,8915.0,8931.9
2009-10-07 12:00:00,8935.0,8939.95,8814.0,8835.0
2009-10-07 13:00:00,8835.0,8854.4,8781.9,8804.95
2009-10-07 14:00:00,8800.05,8865.0,8755.0,8768.0
2009-10-07 15:00:00,8772.0,8784.85,8713.95,8720.1
2009-10-08 10:00:00,8741.2,8770.0,8730.0,8750.3
2009-10-08 11:00:00,8751.5,8844.9,8721.0,8840.05
2009-10-08 12:00:00,8840.0,8890.0,8823.0,8864.0
2009-10-08 13:00:00,8865.0,8893.6,8850.0,8876.0
2009-10-08 14:00:00,8876.0,8883.8,8825.0,8856.3
2009-10-08 15:00:00,8857.5,8868.0,8823.0,8826.0
2009-10-09 10:00:00,8834.5,8839.0,8730.0,8770.05
2009-10-09 11:00:00,8766.6,8774.8,8730.0,8733.0
2009-10-09 12:00:00,8733.0,8736.0,8670.2,8709.0
2009-10-09 13:00:00,8708.5,8739.0,8690.0,8703.0
2009-10-09 14:00:00,8705.0,8709.0,8650.0,8700.0
2009-10-09 15:00:00,8697.7,8704.0,8665.0,8680.0
2009-10-12 10:00:00,8725.0,8790.0,8722.0,8785.1
2009-10-12 11:00:00,8785.0,8791.0,8743.15,8759.9
2009-10-12 12:00:00,8755.0,8785.0,8740.0,8762.0
2009-10-12 13:00:00,8763.9,8910.0,8735.7,8905.0
2009-10-12 14:00:00,8905.0,8980.0,8892.5,8970.4
2009-10-12 15:00:00,8975.0,8997.0,8956.3,8990.1
2009-10-14 10:00:00,9062.05,9095.0,9055.3,9073.2
2009-10-14 11:00:00,9073.95,9080.0,9053.0,9074.8
2009-10-14 12:00:00,9072.1,9130.0,9072.1,9108.7
2009-10-14 13:00:00,9105.05,9129.0,9057.0,9116.0
2009-10-14 14:00:00,9116.5,9154.5,9092.0,9135.0
2009-10-14 15:00:00,9138.0,9160.0,9120.05,9155.0
2009-10-15 10:00:00,9189.0,9214.0,9165.15,9174.5
2009-10-15 11:00:00,9174.5,9184.5,9126.6,9173.45
2009-10-15 12:00:00,9173.0,9231.3,9164.2,9167.2
2009-10-15 13:00:00,9166.3,9230.0,9160.0,9220.0
2009-10-15 14:00:00,9218.05,9280.0,9191.0,9250.1
2009-10-15 15:00:00,9253.5,9295.0,9244.0,9286.0
2009-10-16 10:00:00,9277.0,9452.0,9242.05,9449.9
2009-10-16 11:00:00,9454.0,9495.0,9430.0,9480.0
2009-10-16 12:00:00,9480.1,9495.0,9454.0,9495.0
2009-10-16 13:00:00,9490.0,9533.0,9473.5,9520.0
2009-10-16 14:00:00,9520.0,9524.0,9483.0,9500.05
2009-10-16 15:00:00,9502.95,9564.0,9495.0,9564.0
2009-10-20 10:00:00,9525.0,9596.0,9520.0,9520.0
2009-10-20 11:00:00,9520.0,9588.0,9503.0,9581.05
2009-10-20 12:00:00,9582.0,9592.0,9520.0,9543.5
2009-10-20 13:00:00,9540.0,9540.0,9427.0,9446.0
2009-10-20 14:00:00,9444.0,9520.0,9400.0,9477.0
2009-10-20 15:00:00,9479.0,9479.0,9422.0,9455.65
2009-10-21 10:00:00,9422.0,9431.0,9352.0,9379.0
2009-10-21 11:00:00,9380.0,9400.0,9335.0,9350.0
2009-10-21 12:00:00,9348.0,9384.0,9336.0,9366.6
2009-10-21 13:00:00,9367.5,9372.9,9305.0,9312.95
2009-10-21 14:00:00,9312.95,9364.25,9297.15,9300.75
2009-10-21 15:00:00,9301.0,9306.0,9273.5,9276.5
2009-10-22 10:00:00,9203.0,9225.0,9160.15,9207.65
2009-10-22 11:00:00,9204.0,9268.0,9200.0,9220.0
2009-10-22 12:00:00,9220.0,9224.0,9154.0,9205.0
2009-10-22 13:00:00,9207.95,9216.0,9150.25,9177.0
2009-10-22 14:00:00,9178.0,9185.0,9088.0,9088.0
2009-10-22 15:00:00,9088.1,9150.0,9070.0,9150.0
2009-10-23 10:00:00,9246.0,9250.0,9204.0,9222.45
2009-10-23 11:00:00,9223.0,9262.0,9201.0,9258.2
2009-10-23 12:00:00,9258.5,9278.9,9231.0,9267.0
2009-10-23 13:00:00,9268.45,9275.0,9165.0,9171.0
2009-10-23 14:00:00,9171.0,9220.0,9140.7,9190.0
2009-10-23 15:00:00,9191.0,9223.0,9173.0,9205.0
2009-10-26 10:00:00,9185.3,9186.0,9085.0,9120.0
2009-10-26 11:00:00,9119.0,9149.8,9100.0,9113.8
2009-10-26 12:00:00,9114.0,9138.0,9087.0,9124.9
2009-10-26 13:00:00,9124.9,9179.0,9115.5,9140.0
2009-10-26 14:00:00,9142.0,9149.0,9032.1,9043.0
2009-10-26 15:00:00,9043.0,9073.0,9035.35,9060.0
2009-10-27 10:00:00,8990.0,9086.9,8980.3,9052.2
2009-10-27 11:00:00,9055.1,9120.0,8831.2,8868.0
2009-10-27 12:00:00,8869.0,8874.15,8735.0,8791.25
2009-10-27 13:00:00,8790.0,8820.9,8737.0,8779.0
2009-10-27 14:00:00,8775.5,8790.0,8685.1,8701.05
2009-10-27 15:00:00,8702.0,8744.0,8700.0,8720.5
2009-10-28 10:00:00,8576.0,8605.0,8425.05,8530.0
2009-10-28 11:00:00,8533.0,8569.0,8492.0,8551.95
2009-10-28 12:00:00,8554.0,8684.9,8542.75,8624.95
2009-10-28 13:00:00,8625.0,8654.45,8532.0,8577.95
2009-10-28 14:00:00,8578.0,8620.0,8540.0,8573.2
2009-10-28 15:00:00,8579.0,8664.0,8555.5,8621.0
2009-10-29 10:00:00,8486.0,8543.0,8470.95,8530.0
2009-10-29 11:00:00,8528.25,8554.0,8485.0,8494.0
2009-10-29 12:00:00,8493.0,8498.55,8445.1,8470.0
2009-10-29 13:00:00,8470.0,8526.7,8461.5,8523.1
2009-10-29 14:00:00,8525.8,8558.5,8456.1,8460.0
2009-10-29 15:00:00,8460.0,8460.0,8390.0,8416.3
2009-10-30 10:00:00,8630.0,8723.5,8615.0,8720.05
2009-10-30 11:00:00,8720.05,8745.45,8681.0,8686.65
2009-10-30 12:00:00,8689.05,8698.0,8582.0,8594.0
