===============================================================================
Id,accdaily1,len,datetime,open,high,low,close,volume,openinterest,MovingAverage,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown,BuySell,len,buy,sell
11,accdaily1,11,2018-01-16 23:59:59.999989,1835.0,1857.45,1826.1,1850.25,386131.0,,MovingAverage,11,736710.9999999999,Broker,11,1000000.0,1000000.0,BuySell,11,,,Trades - Net Profit/Loss,11,,,Trades - Net Profit/Loss,11,,,DrawDown,11,0.0,0.0,BuySell,11,,
12,accdaily1,12,2018-01-17 23:59:59.999989,1850.0,1852.45,1826.2,1840.5,179153.0,,MovingAverage,12,736711.9999999999,Broker,12,1000000.0,1000000.0,BuySell,12,,,Trades - Net Profit/Loss,12,,,Trades - Net Profit/Loss,12,,,DrawDown,12,0.0,0.0,BuySell,12,,
13,accdaily1,13,2018-01-18 23:59:59.999989,1840.5,1852.0,1823.5,1839.0,733461.0,,MovingAverage,13,736712.9999999999,Broker,13,1000000.0,1000000.0,BuySell,13,,,Trades - Net Profit/Loss,13,,,Trades - Net Profit/Loss,13,,,DrawDown,13,0.0,0.0,BuySell,13,,
14,accdaily1,14,2018-01-19 23:59:59.999989,1828.25,1836.35,1811.0,1829.5,267132.0,,MovingAverage,14,736713.9999999999,Broker,14,1000000.0,1000000.0,BuySell,14,,,Trades - Net Profit/Loss,14,,,Trades - Net Profit/Loss,14,,,DrawDown,14,0.0,0.0,BuySell,14,,
15,accdaily1,15,2018-01-22 23:59:59.999989,1816.5,1832.55,1805.5,1827.2,236750.0,,MovingAverage,15,736716.9999999999,Broker,15,1000000.0,1000000.0,BuySell,15,,,Trades - Net Profit/Loss,15,,,Trades - Net Profit/Loss,15,,,DrawDown,15,0.0,0.0,BuySell,15,,
16,accdaily1,16,2018-01-23 23:59:59.999989,1825.0,1825.0,1782.25,1790.15,248086.0,,MovingAverage,16,736717.9999999999,Broker,16,1000000.0,1000000.0,BuySell,16,,,Trades - Net Profit/Loss,16,,,Trades - Net Profit/Loss,16,,,DrawDown,16,0.0,0.0,BuySell,16,,
17,accdaily1,17,2018-01-24 23:59:59.999989,1787.8,1792.7,1732.15,1737.5,516780.0,,MovingAverage,17,736718.9999999999,Broker,17,1000000.0,1000000.0,BuySell,17,,,Trades - Net Profit/Loss,17,,,Trades - Net Profit/Loss,17,,,DrawDown,17,0.0,0.0,BuySell,17,,
18,accdaily1,18,2018-01-25 23:59:59.999989,1739.9,1753.4,1720.0,1726.4,604042.0,,MovingAverage,18,736719.9999999999,Broker,18,1000000.0,1000000.0,BuySell,18,,,Trades - Net Profit/Loss,18,,,Trades - Net Profit/Loss,18,,,DrawDown,18,0.0,0.0,BuySell,18,,
19,accdaily1,19,2018-01-29 23:59:59.999989,1735.15,1754.95,1729.8,1738.7,214335.0,,MovingAverage,19,736723.9999999999,Broker,19,1000000.0,1000000.0,BuySell,19,,,Trades - Net Profit/Loss,19,,,Trades - Net Profit/Loss,19,,,DrawDown,19,0.0,0.0,BuySell,19,,
20,accdaily1,20,2018-01-30 23:59:59.999989,1728.0,1740.0,1722.0,1728.1,150137.0,,MovingAverage,20,736724.9999999999,Broker,20,1000000.0,1000000.0,BuySell,20,,,Trades - Net Profit/Loss,20,,,Trades - Net Profit/Loss,20,,,DrawDown,20,0.0,0.0,BuySell,20,,
21,accdaily1,21,2018-01-31 23:59:59.999989,1728.1,1737.9,1700.05,1715.25,335683.0,,MovingAverage,21,736725.9999999999,Broker,21,1000000.0,1000000.0,BuySell,21,,,Trades - Net Profit/Loss,21,,,Trades - Net Profit/Loss,21,,,DrawDown,21,0.0,0.0,BuySell,21,,
22,accdaily1,22,2018-02-01 23:59:59.999989,1723.0,1744.85,1695.1,1737.0,300979.0,,MovingAverage,22,736726.9999999999,Broker,22,1000000.0,1000000.0,BuySell,22,,,Trades - Net Profit/Loss,22,,,Trades - Net Profit/Loss,22,,,DrawDown,22,0.0,0.0,BuySell,22,,
23,accdaily1,23,2018-02-02 23:59:59.999989,1725.9,1728.95,1675.1,1679.8,262985.0,,MovingAverage,23,736727.9999999999,Broker,23,1000000.0,1000000.0,BuySell,23,,,Trades - Net Profit/Loss,23,,,Trades - Net Profit/Loss,23,,,DrawDown,23,0.0,0.0,BuySell,23,,
24,accdaily1,24,2018-02-05 23:59:59.999989,1667.0,1667.0,1612.9,1641.15,486961.0,,MovingAverage,24,736730.9999999999,Broker,24,1000000.0,1000000.0,BuySell,24,,,Trades - Net Profit/Loss,24,,,Trades - Net Profit/Loss,24,,,DrawDown,24,0.0,0.0,BuySell,24,,
25,accdaily1,25,2018-02-06 23:59:59.999989,1595.0,1640.6,1565.0,1618.95,375432.0,,MovingAverage,25,736731.9999999999,Broker,25,1000000.0,1000000.0,BuySell,25,,,Trades - Net Profit/Loss,25,,,Trades - Net Profit/Loss,25,,,DrawDown,25,0.0,0.0,BuySell,25,,
26,accdaily1,26,2018-02-07 23:59:59.999989,1627.0,1644.85,1575.8,1587.4,286280.0,,MovingAverage,26,736732.9999999999,Broker,26,1000000.0,1000000.0,BuySell,26,,,Trades - Net Profit/Loss,26,,,Trades - Net Profit/Loss,26,,,DrawDown,26,0.0,0.0,BuySell,26,,
27,accdaily1,27,2018-02-08 23:59:59.999989,1589.85,1707.25,1568.3,1693.25,1516076.0,,MovingAverage,27,736733.9999999999,Broker,27,1000000.0,1000000.0,BuySell,27,,,Trades - Net Profit/Loss,27,,,Trades - Net Profit/Loss,27,,,DrawDown,27,0.0,0.0,BuySell,27,,
28,accdaily1,28,2018-02-09 23:59:59.999989,1652.0,1684.4,1650.1,1660.95,478965.0,,MovingAverage,28,736734.9999999999,Broker,28,1000000.0,1000000.0,BuySell,28,,,Trades - Net Profit/Loss,28,,,Trades - Net Profit/Loss,28,,,DrawDown,28,0.0,0.0,BuySell,28,,
29,accdaily1,29,2018-02-12 23:59:59.999989,1678.0,1685.0,1645.0,1651.55,252902.0,,MovingAverage,29,736737.9999999999,Broker,29,1000000.0,1000000.0,BuySell,29,,,Trades - Net Profit/Loss,29,,,Trades - Net Profit/Loss,29,,,DrawDown,29,0.0,0.0,BuySell,29,,
30,accdaily1,30,2018-02-14 23:59:59.999989,1652.0,1661.1,1620.0,1629.7,206639.0,,MovingAverage,30,736739.9999999999,Broker,30,1000000.0,1000000.0,BuySell,30,,,Trades - Net Profit/Loss,30,,,Trades - Net Profit/Loss,30,,,DrawDown,30,0.0,0.0,BuySell,30,,
31,accdaily1,31,2018-02-15 23:59:59.999989,1626.55,1651.3,1611.1,1621.3,543661.0,,MovingAverage,31,736740.9999999999,Broker,31,1000000.0,1000000.0,BuySell,31,,,Trades - Net Profit/Loss,31,,,Trades - Net Profit/Loss,31,,,DrawDown,31,0.0,0.0,BuySell,31,,
32,accdaily1,32,2018-02-16 23:59:59.999989,1634.0,1661.0,1630.15,1650.6,523625.0,,MovingAverage,32,736741.9999999999,Broker,32,1000000.0,1000000.0,BuySell,32,,,Trades - Net Profit/Loss,32,,,Trades - Net Profit/Loss,32,,,DrawDown,32,0.0,0.0,BuySell,32,,
33,accdaily1,33,2018-02-19 23:59:59.999989,1655.85,1665.0,1621.0,1633.7,259386.0,,MovingAverage,33,736744.9999999999,Broker,33,1000000.0,1000000.0,BuySell,33,,,Trades - Net Profit/Loss,33,,,Trades - Net Profit/Loss,33,,,DrawDown,33,0.0,0.0,BuySell,33,,
34,accdaily1,34,2018-02-20 23:59:59.999989,1644.0,1652.4,1622.0,1640.35,247989.0,,MovingAverage,34,736745.9999999999,Broker,34,1000000.0,1000000.0,BuySell,34,,,Trades - Net Profit/Loss,34,,,Trades - Net Profit/Loss,34,,,DrawDown,34,0.0,0.0,BuySell,34,,
35,accdaily1,35,2018-02-21 23:59:59.999989,1656.55,1662.0,1639.0,1645.25,322498.0,,MovingAverage,35,736746.9999999999,Broker,35,1000000.0,1000000.0,BuySell,35,,,Trades - Net Profit/Loss,35,,,Trades - Net Profit/Loss,35,,,DrawDown,35,0.0,0.0,BuySell,35,,
36,accdaily1,36,2018-02-22 23:59:59.999989,1635.0,1641.15,1617.0,1632.35,413249.0,,MovingAverage,36,736747.9999999999,Broker,36,1000000.0,1000000.0,BuySell,36,,,Trades - Net Profit/Loss,36,,,Trades - Net Profit/Loss,36,,,DrawDown,36,0.0,0.0,BuySell,36,,
37,accdaily1,37,2018-02-23 23:59:59.999989,1630.0,1658.1,1627.55,1651.45,301333.0,,MovingAverage,37,736748.9999999999,Broker,37,1000000.0,1000000.0,BuySell,37,,,Trades - Net Profit/Loss,37,,,Trades - Net Profit/Loss,37,,,DrawDown,37,0.0,0.0,BuySell,37,,
38,accdaily1,38,2018-02-26 23:59:59.999989,1659.8,1675.5,1652.65,1661.05,137471.0,,MovingAverage,38,736751.9999999999,Broker,38,1000000.0,1000000.0,BuySell,38,,,Trades - Net Profit/Loss,38,,,Trades - Net Profit/Loss,38,,,DrawDown,38,0.0,0.0,BuySell,38,,
39,accdaily1,39,2018-02-27 23:59:59.999989,1655.0,1660.0,1624.0,1632.8,333670.0,,MovingAverage,39,736752.9999999999,Broker,39,1000000.0,1000000.0,BuySell,39,,,Trades - Net Profit/Loss,39,,,Trades - Net Profit/Loss,39,,,DrawDown,39,0.0,0.0,BuySell,39,,
40,accdaily1,40,2018-02-28 23:59:59.999989,1618.0,1635.15,1615.45,1623.05,208350.0,,MovingAverage,40,736753.9999999999,Broker,40,1000000.0,1000000.0,BuySell,40,,,Trades - Net Profit/Loss,40,,,Trades - Net Profit/Loss,40,,,DrawDown,40,0.0,0.0,BuySell,40,,
41,accdaily1,41,2018-03-01 23:59:59.999989,1624.9,1642.9,1624.7,1633.8,128434.0,,MovingAverage,41,736754.9999999999,Broker,41,1000000.0,1000000.0,BuySell,41,,,Trades - Net Profit/Loss,41,,,Trades - Net Profit/Loss,41,,,DrawDown,41,0.0,0.0,BuySell,41,,
42,accdaily1,42,2018-03-05 23:59:59.999989,1626.4,1631.1,1593.5,1606.15,190051.0,,MovingAverage,42,736758.9999999999,Broker,42,1048792.0,1000607.5,BuySell,42,,1655.5664999999997,Trades - Net Profit/Loss,42,,,Trades - Net Profit/Loss,42,,,DrawDown,42,0.0,0.0,BuySell,42,,1626.4
43,accdaily1,43,2018-03-06 23:59:59.999989,1614.7,1617.0,1591.0,1595.3,238297.0,,MovingAverage,43,736759.9999999999,Broker,43,1048792.0,1000933.0,BuySell,43,,,Trades - Net Profit/Loss,43,,,Trades - Net Profit/Loss,43,,,DrawDown,43,0.0,0.0,BuySell,43,,
44,accdaily1,44,2018-03-07 23:59:59.999989,1590.15,1594.8,1570.0,1575.2,221080.0,,MovingAverage,44,736760.9999999999,Broker,44,1048792.0,1001536.0,BuySell,44,,,Trades - Net Profit/Loss,44,,,Trades - Net Profit/Loss,44,,,DrawDown,44,0.0,0.0,BuySell,44,,
45,accdaily1,45,2018-03-08 23:59:59.999989,1577.0,1584.7,1542.75,1544.95,296149.0,,MovingAverage,45,736761.9999999999,Broker,45,1048792.0,1002443.5,BuySell,45,,,Trades - Net Profit/Loss,45,,,Trades - Net Profit/Loss,45,,,DrawDown,45,0.0,0.0,BuySell,45,,
46,accdaily1,46,2018-03-09 23:59:59.999989,1554.0,1554.0,1528.0,1531.85,289181.0,,MovingAverage,46,736762.9999999999,Broker,46,1048792.0,1002836.5,BuySell,46,,,Trades - Net Profit/Loss,46,,,Trades - Net Profit/Loss,46,,,DrawDown,46,0.0,0.0,BuySell,46,,
47,accdaily1,47,2018-03-12 23:59:59.999989,1536.7,1564.05,1521.0,1559.9,270932.0,,MovingAverage,47,736765.9999999999,Broker,47,1048792.0,1001995.0,BuySell,47,,,Trades - Net Profit/Loss,47,,,Trades - Net Profit/Loss,47,,,DrawDown,47,0.08391198365835308,0.08391198365835308,BuySell,47,,
48,accdaily1,48,2018-03-13 23:59:59.999989,1575.15,1582.0,1557.4,1575.35,441704.0,,MovingAverage,48,736766.9999999999,Broker,48,1048792.0,1001531.5,BuySell,48,,,Trades - Net Profit/Loss,48,,,Trades - Net Profit/Loss,48,,,DrawDown,48,0.1301308837482481,0.1301308837482481,BuySell,48,,
49,accdaily1,49,2018-03-14 23:59:59.999989,1567.65,1623.45,1565.0,1612.0,296145.0,,MovingAverage,49,736767.9999999999,Broker,49,1048792.0,1000432.0,BuySell,49,,,Trades - Net Profit/Loss,49,,,Trades - Net Profit/Loss,49,,,DrawDown,49,0.23976989269935828,0.23976989269935828,BuySell,49,,
