===============================================================================
Id,accdaily1,len,datetime,open,high,low,close,volume,openinterest,MovingAverage,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown,BuySell,len,buy,sell
209,accdaily1,209,2018-11-06 23:59:59.999989,1479.0,1489.3,1441.8,1447.45,363874.0,,MovingAverage,209,737004.9999999999,Broker,209,996740.25,996740.25,BuySell,209,,1511.6394999999998,Trades - Net Profit/Loss,209,1088.0,,Trades - Net Profit/Loss,209,1088.0,,DrawDown,209,0.6079006896936838,0.8224720580074665,BuySell,209,,1479.0
210,accdaily1,210,2018-11-07 23:59:59.999989,1460.9,1466.7,1455.0,1462.3,53528.0,,MovingAverage,210,737005.9999999999,Broker,210,996740.25,996740.25,BuySell,210,,,Trades - Net Profit/Loss,210,,,Trades - Net Profit/Loss,210,,,DrawDown,210,0.6079006896936838,0.8224720580074665,BuySell,210,,
211,accdaily1,211,2018-11-09 23:59:59.999989,1457.4,1471.55,1450.35,1464.05,371527.0,,MovingAverage,211,737007.9999999999,Broker,211,996740.25,996740.25,BuySell,211,,,Trades - Net Profit/Loss,211,,,Trades - Net Profit/Loss,211,,,DrawDown,211,0.6079006896936838,0.8224720580074665,BuySell,211,,
212,accdaily1,212,2018-11-12 23:59:59.999989,1464.95,1473.05,1432.05,1438.7,307104.0,,MovingAverage,212,737010.9999999999,Broker,212,996740.25,996740.25,BuySell,212,,,Trades - Net Profit/Loss,212,,,Trades - Net Profit/Loss,212,,,DrawDown,212,0.6079006896936838,0.8224720580074665,BuySell,212,,
213,accdaily1,213,2018-11-13 23:59:59.999989,1435.0,1465.35,1424.0,1457.2,458083.0,,MovingAverage,213,737011.9999999999,Broker,213,996740.25,996740.25,BuySell,213,,,Trades - Net Profit/Loss,213,,,Trades - Net Profit/Loss,213,,,DrawDown,213,0.6079006896936838,0.8224720580074665,BuySell,213,,
214,accdaily1,214,2018-11-14 23:59:59.999989,1462.0,1487.0,1450.0,1473.9,711063.0,,MovingAverage,214,737012.9999999999,Broker,214,996740.25,996740.25,BuySell,214,,,Trades - Net Profit/Loss,214,,,Trades - Net Profit/Loss,214,,,DrawDown,214,0.6079006896936838,0.8224720580074665,BuySell,214,,
215,accdaily1,215,2018-11-15 23:59:59.999989,1478.0,1518.0,1451.75,1513.55,705817.0,,MovingAverage,215,737013.9999999999,Broker,215,996740.25,996740.25,BuySell,215,,,Trades - Net Profit/Loss,215,,,Trades - Net Profit/Loss,215,,,DrawDown,215,0.6079006896936838,0.8224720580074665,BuySell,215,,
216,accdaily1,216,2018-11-16 23:59:59.999989,1516.8,1528.0,1492.2,1501.4,651765.0,,MovingAverage,216,737014.9999999999,Broker,216,996740.25,996740.25,BuySell,216,,,Trades - Net Profit/Loss,216,,,Trades - Net Profit/Loss,216,,,DrawDown,216,0.6079006896936838,0.8224720580074665,BuySell,216,,
217,accdaily1,217,2018-11-19 23:59:59.999989,1502.6,1523.05,1481.4,1501.65,921530.0,,MovingAverage,217,737017.9999999999,Broker,217,996740.25,996740.25,BuySell,217,,,Trades - Net Profit/Loss,217,,,Trades - Net Profit/Loss,217,,,DrawDown,217,0.6079006896936838,0.8224720580074665,BuySell,217,,
218,accdaily1,218,2018-11-20 23:59:59.999989,1491.0,1498.3,1467.3,1469.95,462997.0,,MovingAverage,218,737018.9999999999,Broker,218,996740.25,996740.25,BuySell,218,,,Trades - Net Profit/Loss,218,,,Trades - Net Profit/Loss,218,,,DrawDown,218,0.6079006896936838,0.8224720580074665,BuySell,218,,
219,accdaily1,219,2018-11-21 23:59:59.999989,1475.0,1505.1,1463.2,1497.1,444633.0,,MovingAverage,219,737019.9999999999,Broker,219,996740.25,996740.25,BuySell,219,,,Trades - Net Profit/Loss,219,,,Trades - Net Profit/Loss,219,,,DrawDown,219,0.6079006896936838,0.8224720580074665,BuySell,219,,
220,accdaily1,220,2018-11-22 23:59:59.999989,1498.0,1498.6,1450.65,1456.5,733505.0,,MovingAverage,220,737020.9999999999,Broker,220,996740.25,996740.25,BuySell,220,,,Trades - Net Profit/Loss,220,,,Trades - Net Profit/Loss,220,,,DrawDown,220,0.6079006896936838,0.8224720580074665,BuySell,220,,
221,accdaily1,221,2018-11-26 23:59:59.999989,1461.5,1466.55,1429.0,1439.1,1177139.0,,MovingAverage,221,737024.9999999999,Broker,221,996740.25,996740.25,BuySell,221,,,Trades - Net Profit/Loss,221,,,Trades - Net Profit/Loss,221,,,DrawDown,221,0.6079006896936838,0.8224720580074665,BuySell,221,,
222,accdaily1,222,2018-11-27 23:59:59.999989,1433.25,1454.3,1430.65,1445.15,564890.0,,MovingAverage,222,737025.9999999999,Broker,222,1045470.75,996335.65,BuySell,222,,1476.1145,Trades - Net Profit/Loss,222,,,Trades - Net Profit/Loss,222,,,DrawDown,222,0.6482462495132534,0.8224720580074665,BuySell,222,,1433.25
223,accdaily1,223,2018-11-28 23:59:59.999989,1449.95,1456.0,1433.15,1436.95,510905.0,,MovingAverage,223,737026.9999999999,Broker,223,996172.45,996172.45,BuySell,223,1411.65275,,Trades - Net Profit/Loss,223,,-567.8000000000015,Trades - Net Profit/Loss,223,,-567.8000000000015,DrawDown,223,0.6645200887682137,0.8224720580074665,BuySell,223,1449.95,
224,accdaily1,224,2018-11-29 23:59:59.999989,1448.9,1471.3,1436.15,1463.8,994648.0,,MovingAverage,224,737027.9999999999,Broker,224,996172.45,996172.45,BuySell,224,,,Trades - Net Profit/Loss,224,,,Trades - Net Profit/Loss,224,,,DrawDown,224,0.6645200887682137,0.8224720580074665,BuySell,224,,
225,accdaily1,225,2018-11-30 23:59:59.999989,1463.2,1498.0,1463.2,1485.5,600458.0,,MovingAverage,225,737028.9999999999,Broker,225,996172.45,996172.45,BuySell,225,,,Trades - Net Profit/Loss,225,,,Trades - Net Profit/Loss,225,,,DrawDown,225,0.6645200887682137,0.8224720580074665,BuySell,225,,
226,accdaily1,226,2018-12-03 23:59:59.999989,1497.0,1530.0,1484.1,1516.8,720915.0,,MovingAverage,226,737031.9999999999,Broker,226,996172.45,996172.45,BuySell,226,,,Trades - Net Profit/Loss,226,,,Trades - Net Profit/Loss,226,,,DrawDown,226,0.6645200887682137,0.8224720580074665,BuySell,226,,
227,accdaily1,227,2018-12-04 23:59:59.999989,1519.0,1529.55,1501.0,1508.95,405000.0,,MovingAverage,227,737032.9999999999,Broker,227,996172.45,996172.45,BuySell,227,,,Trades - Net Profit/Loss,227,,,Trades - Net Profit/Loss,227,,,DrawDown,227,0.6645200887682137,0.8224720580074665,BuySell,227,,
228,accdaily1,228,2018-12-05 23:59:59.999989,1504.0,1506.5,1465.85,1471.15,514306.0,,MovingAverage,228,737033.9999999999,Broker,228,946540.45,995088.3999999999,BuySell,228,1443.86225,,Trades - Net Profit/Loss,228,,,Trades - Net Profit/Loss,228,,,DrawDown,228,0.7726184677163319,0.8224720580074665,BuySell,228,1504.0,
229,accdaily1,229,2018-12-06 23:59:59.999989,1462.0,1462.0,1416.85,1423.8,330634.0,,MovingAverage,229,737034.9999999999,Broker,229,994786.45,994786.45,BuySell,229,,1483.9299999999998,Trades - Net Profit/Loss,229,,-1386.0,Trades - Net Profit/Loss,229,,-1386.0,DrawDown,229,0.8027280618525598,0.8224720580074665,BuySell,229,,1462.0
230,accdaily1,230,2018-12-07 23:59:59.999989,1426.0,1447.65,1426.0,1443.05,306417.0,,MovingAverage,230,737035.9999999999,Broker,230,994786.45,994786.45,BuySell,230,,,Trades - Net Profit/Loss,230,,,Trades - Net Profit/Loss,230,,,DrawDown,230,0.8027280618525598,0.8224720580074665,BuySell,230,,
231,accdaily1,231,2018-12-10 23:59:59.999989,1419.65,1432.8,1398.25,1411.8,269544.0,,MovingAverage,231,737038.9999999999,Broker,231,994786.45,994786.45,BuySell,231,,,Trades - Net Profit/Loss,231,,,Trades - Net Profit/Loss,231,,,DrawDown,231,0.8027280618525598,0.8224720580074665,BuySell,231,,
232,accdaily1,232,2018-12-11 23:59:59.999989,1385.0,1439.85,1385.0,1432.85,449179.0,,MovingAverage,232,737039.9999999999,Broker,232,1043261.45,993111.7,BuySell,232,,1461.4477499999998,Trades - Net Profit/Loss,232,,,Trades - Net Profit/Loss,232,,,DrawDown,232,0.9697293626628116,0.9697293626628116,BuySell,232,,1385.0
233,accdaily1,233,2018-12-12 23:59:59.999989,1441.25,1489.95,1430.2,1485.2,520131.0,,MovingAverage,233,737040.9999999999,Broker,233,992817.7,992817.7,BuySell,233,1408.747,,Trades - Net Profit/Loss,233,,-1968.75,Trades - Net Profit/Loss,233,,-1968.75,DrawDown,233,0.9990462054382789,0.9990462054382789,BuySell,233,1441.25,
234,accdaily1,234,2018-12-13 23:59:59.999989,1499.45,1512.0,1481.55,1500.85,513401.0,,MovingAverage,234,737041.9999999999,Broker,234,992817.7,992817.7,BuySell,234,,,Trades - Net Profit/Loss,234,,,Trades - Net Profit/Loss,234,,,DrawDown,234,0.9990462054382789,0.9990462054382789,BuySell,234,,
235,accdaily1,235,2018-12-14 23:59:59.999989,1530.5,1541.65,1490.0,1497.65,904595.0,,MovingAverage,235,737042.9999999999,Broker,235,992817.7,992817.7,BuySell,235,,,Trades - Net Profit/Loss,235,,,Trades - Net Profit/Loss,235,,,DrawDown,235,0.9990462054382789,0.9990462054382789,BuySell,235,,
236,accdaily1,236,2018-12-17 23:59:59.999989,1504.0,1513.9,1495.05,1502.0,314649.0,,MovingAverage,236,737045.9999999999,Broker,236,992817.7,992817.7,BuySell,236,,,Trades - Net Profit/Loss,236,,,Trades - Net Profit/Loss,236,,,DrawDown,236,0.9990462054382789,0.9990462054382789,BuySell,236,,
237,accdaily1,237,2018-12-18 23:59:59.999989,1499.8,1510.0,1490.35,1501.25,360523.0,,MovingAverage,237,737046.9999999999,Broker,237,943324.2999999999,992865.5499999999,BuySell,237,1467.9947499999998,,Trades - Net Profit/Loss,237,,,Trades - Net Profit/Loss,237,,,DrawDown,237,0.9942747397008456,0.9990462054382789,BuySell,237,1499.8,
238,accdaily1,238,2018-12-19 23:59:59.999989,1516.0,1573.0,1508.0,1543.9,1203558.0,,MovingAverage,238,737047.9999999999,Broker,238,993352.2999999999,993352.2999999999,BuySell,238,,1596.5949999999998,Trades - Net Profit/Loss,238,534.6000000000015,,Trades - Net Profit/Loss,238,534.6000000000015,,DrawDown,238,0.9457374158200335,0.9990462054382789,BuySell,238,,1516.0
239,accdaily1,239,2018-12-20 23:59:59.999989,1538.3,1562.0,1528.85,1537.25,571408.0,,MovingAverage,239,737048.9999999999,Broker,239,993352.2999999999,993352.2999999999,BuySell,239,,,Trades - Net Profit/Loss,239,,,Trades - Net Profit/Loss,239,,,DrawDown,239,0.9457374158200335,0.9990462054382789,BuySell,239,,
240,accdaily1,240,2018-12-21 23:59:59.999989,1534.9,1539.0,1481.0,1490.05,815286.0,,MovingAverage,240,737049.9999999999,Broker,240,993352.2999999999,993352.2999999999,BuySell,240,,,Trades - Net Profit/Loss,240,,,Trades - Net Profit/Loss,240,,,DrawDown,240,0.9457374158200335,0.9990462054382789,BuySell,240,,
241,accdaily1,241,2018-12-24 23:59:59.999989,1479.0,1485.95,1439.35,1447.65,602271.0,,MovingAverage,241,737052.9999999999,Broker,241,993352.2999999999,993352.2999999999,BuySell,241,,,Trades - Net Profit/Loss,241,,,Trades - Net Profit/Loss,241,,,DrawDown,241,0.9457374158200335,0.9990462054382789,BuySell,241,,
242,accdaily1,242,2018-12-26 23:59:59.999989,1442.3,1486.0,1421.1,1479.4,597239.0,,MovingAverage,242,737054.9999999999,Broker,242,993352.2999999999,993352.2999999999,BuySell,242,,,Trades - Net Profit/Loss,242,,,Trades - Net Profit/Loss,242,,,DrawDown,242,0.9457374158200335,0.9990462054382789,BuySell,242,,
243,accdaily1,243,2018-12-27 23:59:59.999989,1499.0,1499.0,1453.85,1459.2,554317.0,,MovingAverage,243,737055.9999999999,Broker,243,993352.2999999999,993352.2999999999,BuySell,243,,,Trades - Net Profit/Loss,243,,,Trades - Net Profit/Loss,243,,,DrawDown,243,0.9457374158200335,0.9990462054382789,BuySell,243,,
244,accdaily1,244,2018-12-28 23:59:59.999989,1465.0,1493.0,1465.0,1479.7,578740.0,,MovingAverage,244,737056.9999999999,Broker,244,1043162.2999999999,992852.4999999999,BuySell,244,,1515.3949999999998,Trades - Net Profit/Loss,244,,,Trades - Net Profit/Loss,244,,,DrawDown,244,0.9955760485383327,0.9990462054382789,BuySell,244,,1465.0
245,accdaily1,245,2018-12-31 23:59:59.999989,1486.0,1511.9,1470.85,1508.1,791436.0,,MovingAverage,245,737059.9999999999,Broker,245,992638.2999999999,992638.2999999999,BuySell,245,1448.7872499999999,,Trades - Net Profit/Loss,245,,-714.0,Trades - Net Profit/Loss,245,,-714.0,DrawDown,245,1.0169354625604543,1.0169354625604543,BuySell,245,1486.0,
246,accdaily1,246,2019-01-01 23:59:59.999989,1516.9,1516.9,1475.0,1488.8,840791.0,,MovingAverage,246,737060.9999999999,Broker,246,992638.2999999999,992638.2999999999,BuySell,246,,,Trades - Net Profit/Loss,246,,,Trades - Net Profit/Loss,246,,,DrawDown,246,1.0169354625604543,1.0169354625604543,BuySell,246,,
